id_registro,empresa,departamento,produto_original,produto_normalizado,codigo_produto,codigo_valido,quantidade,unidade,quantidade_base,unidade_base,embalagem_original,preco,preco_publico,pagina_catalogo,data_referencia,metodo_extracao,qualidade_extracao,status_validacao,link_produto,fonte
318,Fortali Distribuidora,Confeitaria,PO P/DECORACAO AZUL ANIS FAB 3G,PO P DECORACAO AZUL ANIS FAB 3G,12173,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-azul-anis-fab-3g-12173-1,https://www.fortali.com.br/confeitaria?page=42
319,Fortali Distribuidora,Confeitaria,PO P/DECORACAO AZUL JEANS FAB 3G,PO P DECORACAO AZUL JEANS FAB 3G,12174,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-azul-jeans-fab-3g-12174-1,https://www.fortali.com.br/confeitaria?page=42
320,Fortali Distribuidora,Confeitaria,PO P/DECORACAO AZUL TIFFANY FAB 3G,PO P DECORACAO AZUL TIFFANY FAB 3G,12176,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-azul-tiffany-fab-3g-12176-1,https://www.fortali.com.br/confeitaria?page=42
321,Fortali Distribuidora,Confeitaria,PO P/DECORACAO VERM MORANGO FAB 3G,PO P DECORACAO VERM MORANGO FAB 3G,12178,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-verm-morango-fab-3g-12178-1,https://www.fortali.com.br/confeitaria?page=42
322,Fortali Distribuidora,Confeitaria,PO P/DECORACAO VERMELHO NATAL FAB 3G,PO P DECORACAO VERMELHO NATAL FAB 3G,12183,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-vermelho-natal-fab-3g-12183-1,https://www.fortali.com.br/confeitaria?page=42
323,Fortali Distribuidora,Confeitaria,PO P/DECORACAO VERMELHO RUBI FAB 3G,PO P DECORACAO VERMELHO RUBI FAB 3G,12184,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-vermelho-rubi-fab-3g-12184-1,https://www.fortali.com.br/confeitaria?page=42
324,Fortali Distribuidora,Confeitaria,PO P/DECORACAO LILAS FAB 3G,PO P DECORACAO LILAS FAB 3G,12185,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-lilas-fab-3g-12185-1,https://www.fortali.com.br/confeitaria?page=42
325,Fortali Distribuidora,Confeitaria,PO P/DECORACAO ROSA CEREJA FAB 3G,PO P DECORACAO ROSA CEREJA FAB 3G,12192,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-rosa-cereja-fab-3g-12192-1,https://www.fortali.com.br/confeitaria?page=42
326,Fortali Distribuidora,Confeitaria,PO P/DECORACAO ROSA SECO FAB 3G,PO P DECORACAO ROSA SECO FAB 3G,12193,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-rosa-seco-fab-3g-12193-1,https://www.fortali.com.br/confeitaria?page=42
327,Fortali Distribuidora,Confeitaria,PO P/DECORACAO ULTRAVIOLETA FAB 3G,PO P DECORACAO ULTRAVIOLETA FAB 3G,12200,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-ultravioleta-fab-3g-12200-1,https://www.fortali.com.br/confeitaria?page=42
328,Fortali Distribuidora,Confeitaria,PO P/DECORACAO VDE FOLHA FAB 3G,PO P DECORACAO VDE FOLHA FAB 3G,12201,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-vde-folha-fab-3g-12201-1,https://www.fortali.com.br/confeitaria?page=42
329,Fortali Distribuidora,Confeitaria,PO P/DECORACAO VDE MENTA FAB 3G,PO P DECORACAO VDE MENTA FAB 3G,12202,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-vde-menta-fab-3g-12202-1,https://www.fortali.com.br/confeitaria?page=42
330,Fortali Distribuidora,Confeitaria,PO P/DECORACAO PEROLADO FAB 3G,PO P DECORACAO PEROLADO FAB 3G,12203,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-perolado-fab-3g-12203-1,https://www.fortali.com.br/confeitaria?page=42
331,Fortali Distribuidora,Confeitaria,PO P/DECORACAO PTO FAB 3G,PO P DECORACAO PTO FAB 3G,12206,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-pto-fab-3g-12206-1,https://www.fortali.com.br/confeitaria?page=42
332,Fortali Distribuidora,Confeitaria,PO P/DECORACAO BCO FAB 3G,PO P DECORACAO BCO FAB 3G,12207,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-bco-fab-3g-12207-1,https://www.fortali.com.br/confeitaria?page=42
333,Fortali Distribuidora,Confeitaria,BRILHO P/DECORACAO AMAR FAB 3G,BRILHO P DECORACAO AMAR FAB 3G,12208,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/brilho-pdecoracao-amar-fab-3g-12208-1,https://www.fortali.com.br/confeitaria?page=42
334,Fortali Distribuidora,Confeitaria,BRILHO P/DECORACAO AZUL FAB 3G,BRILHO P DECORACAO AZUL FAB 3G,12209,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/brilho-pdecoracao-azul-fab-3g-12209-1,https://www.fortali.com.br/confeitaria?page=42
335,Fortali Distribuidora,Confeitaria,BRILHO P/DECORACAO VDE FAB 3G,BRILHO P DECORACAO VDE FAB 3G,12218,Sim,3.0,G,3.0,G,3G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/brilho-pdecoracao-vde-fab-3g-12218-1,https://www.fortali.com.br/confeitaria?page=43
336,Fortali Distribuidora,Confeitaria,BRILHO P/DECORACAO VERM FAB 3G,BRILHO P DECORACAO VERM FAB 3G,12219,Sim,3.0,G,3.0,G,3G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/brilho-pdecoracao-verm-fab-3g-12219-1,https://www.fortali.com.br/confeitaria?page=43
337,Fortali Distribuidora,Confeitaria,BRILHO P/DECORACAO ROSA FAB 3G,BRILHO P DECORACAO ROSA FAB 3G,12220,Sim,3.0,G,3.0,G,3G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/brilho-pdecoracao-rosa-fab-3g-12220-1,https://www.fortali.com.br/confeitaria?page=43
338,Fortali Distribuidora,Confeitaria,BRILHO P/DECORACAO CRISTAL FAB 3G,BRILHO P DECORACAO CRISTAL FAB 3G,12221,Sim,3.0,G,3.0,G,3G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/brilho-pdecoracao-cristal-fab-3g-12221-1,https://www.fortali.com.br/confeitaria?page=43
339,Fortali Distribuidora,Confeitaria,GEL P/DECORACAO DOUR FAB 15G,GEL P DECORACAO DOUR FAB 15G,12222,Sim,15.0,G,15.0,G,15G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/gel-pdecoracao-dour-fab-15g-12222-1,https://www.fortali.com.br/confeitaria?page=43
340,Fortali Distribuidora,Confeitaria,GEL P/DECORACAO PRATEADO FAB 15G,GEL P DECORACAO PRATEADO FAB 15G,12223,Sim,15.0,G,15.0,G,15G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/gel-pdecoracao-prateado-fab-15g-12223-1,https://www.fortali.com.br/confeitaria?page=43
341,Fortali Distribuidora,Confeitaria,GEL P/DECORACAO PEROLADO FAB 15G,GEL P DECORACAO PEROLADO FAB 15G,12224,Sim,15.0,G,15.0,G,15G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/gel-pdecoracao-perolado-fab-15g-12224-1,https://www.fortali.com.br/confeitaria?page=43
342,Fortali Distribuidora,Confeitaria,GLICERINA BRANCA FAB 60G,GLICERINA BRANCA FAB 60G,12225,Sim,60.0,G,60.0,G,60G,,Não,19,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glicerina-branca-fab-60g-12225-1,https://www.fortali.com.br/confeitaria?page=19
343,Fortali Distribuidora,Confeitaria,BICARBONATO DE SODIO FAB 50G,BICARBONATO DE SODIO FAB 50G,12226,Sim,50.0,G,50.0,G,50G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/bicarbonato-de-sodio-fab-50g-12226-1,https://www.fortali.com.br/confeitaria?page=43
344,Fortali Distribuidora,Confeitaria,PASTA AMERICANA NEUTRA MIX 800G,PASTA AMERICANA NEUTRA MIX 800G,12583,Sim,800.0,G,800.0,G,800G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/pasta-americana-neutra-mix-800g-12583-1,https://www.fortali.com.br/confeitaria?page=43
345,Fortali Distribuidora,Confeitaria,AÇUCAR IMPALPAVEL DUAS RODAS 1KG,ACUCAR IMPALPAVEL DUAS RODAS 1KG,12584,Sim,1.0,KG,1000.0,G,1KG,,Não,20,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/acucar-impalpavel-duas-rodas-1kg-12584-1,https://www.fortali.com.br/confeitaria?page=20
346,Fortali Distribuidora,Confeitaria,AÇUCAR VANILLE ARCOLOR 40G,ACUCAR VANILLE ARCOLOR 40G,12588,Sim,40.0,G,40.0,G,40G,,Não,20,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/acucar-vanille-arcolor-40g-12588-1,https://www.fortali.com.br/confeitaria?page=20
347,Fortali Distribuidora,Confeitaria,LEITE CONDENSADO TRADICIONAL MOCA TETRAPAK 395G,LEITE CONDENSADO TRADICIONAL MOCA TETRAPAK 395G,12669,Sim,395.0,G,395.0,G,395G,,Não,1,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/leite-condensado-tradicional-moca-tetrapak-395g-12669-1,https://www.fortali.com.br/confeitaria?page=1
348,Fortali Distribuidora,Confeitaria,MIST BROWNIE BONASSE 1KG,MIST BROWNIE BONASSE 1KG,12687,Sim,1.0,KG,1000.0,G,1KG,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/mist-brownie-bonasse-1kg-12687-1,https://www.fortali.com.br/confeitaria?page=43
349,Fortali Distribuidora,Confeitaria,COLUNA C/BASE AVULSA CETAPLAST,COLUNA C BASE AVULSA CETAPLAST,12689,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/coluna-cbase-avulsa-cetaplast-12689-1,https://www.fortali.com.br/confeitaria?page=43
350,Fortali Distribuidora,Confeitaria,FORMA TRAD CAUDA SEREIA BWB PCT C/10UN,FORMA TRAD CAUDA SEREIA BWB PCT C 10UN,12725,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-trad-cauda-sereia-bwb-pct-c10un-12725-1,https://www.fortali.com.br/confeitaria?page=43
351,Fortali Distribuidora,Confeitaria,FORMA COLHER CORACAO BWB,FORMA COLHER CORACAO BWB,12728,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-colher-coracao-bwb-12728-1,https://www.fortali.com.br/confeitaria?page=43
352,Fortali Distribuidora,Confeitaria,FORMA BOMBOM DETALHADO BWB 13,FORMA BOMBOM DETALHADO BWB 13,12729,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-bombom-detalhado-bwb-13-12729-1,https://www.fortali.com.br/confeitaria?page=43
353,Fortali Distribuidora,Confeitaria,FORMA TRAD COPO MOUSSE 4 BWB,FORMA TRAD COPO MOUSSE 4 BWB,12734,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-trad-copo-mousse-4-bwb-12734-1,https://www.fortali.com.br/confeitaria?page=43
354,Fortali Distribuidora,Confeitaria,CEREJA MARRAQUINO SEM TALO SICOLA LATA 500G,CEREJA MARRAQUINO SEM TALO SICOLA LATA 500G,12759,Sim,500.0,G,500.0,G,500G,,Não,8,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cereja-marraquino-sem-talo-sicola-lata-500g-12759-1,https://www.fortali.com.br/confeitaria?page=8
355,Fortali Distribuidora,Confeitaria,VELA COMETA DOUR N0 M BIZARRO,VELA COMETA DOUR N0 M BIZARRO,12779,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/vela-cometa-dour-n0-m-bizarro-12779-1,https://www.fortali.com.br/confeitaria?page=43
356,Fortali Distribuidora,Confeitaria,VELA COMETA DOUR N2 M BIZARRO,VELA COMETA DOUR N2 M BIZARRO,12781,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/vela-cometa-dour-n2-m-bizarro-12781-1,https://www.fortali.com.br/confeitaria?page=43
357,Fortali Distribuidora,Confeitaria,VELA COMETA DOUR N4 M BIZARRO,VELA COMETA DOUR N4 M BIZARRO,12783,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/vela-cometa-dour-n4-m-bizarro-12783-1,https://www.fortali.com.br/confeitaria?page=43
358,Fortali Distribuidora,Confeitaria,FORMINHA CUPCAKE MINI NATURAL 45UN,FORMINHA CUPCAKE MINI NATURAL 45UN,12809,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forminha-cupcake-mini-natural-45un-12809-1,https://www.fortali.com.br/confeitaria?page=43
359,Fortali Distribuidora,Confeitaria,FORMINHA CUPCAKE MINI VERDE 45UN,FORMINHA CUPCAKE MINI VERDE 45UN,12812,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forminha-cupcake-mini-verde-45un-12812-1,https://www.fortali.com.br/confeitaria?page=43
360,Fortali Distribuidora,Confeitaria,FORMINHA CUPCAKE VDE ESC FLIP PCT 45UN,FORMINHA CUPCAKE VDE ESC FLIP PCT 45UN,12818,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forminha-cupcake-vde-esc-flip-pct-45un-12818-1,https://www.fortali.com.br/confeitaria?page=43
361,Fortali Distribuidora,Confeitaria,GELÉIAS DIET MORANGO/GOIABA 144X15G,GELEIAS DIET MORANGO GOIABA 144X15G,1282,Sim,15.0,G,15.0,G,15G,,Não,43,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/geleias-diet-morangogoiaba-144x15g-1282-1,https://www.fortali.com.br/confeitaria?page=43
362,Fortali Distribuidora,Confeitaria,KIT CARIMBOS RATINHO AMARELO PCT,KIT CARIMBOS RATINHO AMARELO PCT,12828,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/kit-carimbos-ratinho-amarelo-pct-12828-1,https://www.fortali.com.br/confeitaria?page=43
363,Fortali Distribuidora,Confeitaria,CONJUNTO REGUAS DECOR N3 B STAR C/4PCS,CONJUNTO REGUAS DECOR N3 B STAR C 4PCS,12840,Sim,,,,,,,Não,43,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/conjunto-reguas-decor-n3-b-star-c4pcs-12840-1,https://www.fortali.com.br/confeitaria?page=43
364,Fortali Distribuidora,Confeitaria,TABULEIRO REDONDO BCO MDF 25CM,TABULEIRO REDONDO BCO MDF 25CM,12858,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/tabuleiro-redondo-bco-mdf-25cm-12858-1,https://www.fortali.com.br/confeitaria?page=44
365,Fortali Distribuidora,Confeitaria,TABULEIRO REDONDO BCO MDF 35CM,TABULEIRO REDONDO BCO MDF 35CM,12860,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/tabuleiro-redondo-bco-mdf-35cm-12860-1,https://www.fortali.com.br/confeitaria?page=44
366,Fortali Distribuidora,Confeitaria,TABULEIRO REDONDO BCO MDF 40CM,TABULEIRO REDONDO BCO MDF 40CM,12861,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/tabuleiro-redondo-bco-mdf-40cm-12861-1,https://www.fortali.com.br/confeitaria?page=44
367,Fortali Distribuidora,Confeitaria,TABULEIRO QUADRADO BCO MDF 50X50CM,TABULEIRO QUADRADO BCO MDF 50X50CM,12869,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/tabuleiro-quadrado-bco-mdf-50x50cm-12869-1,https://www.fortali.com.br/confeitaria?page=44
368,Fortali Distribuidora,Confeitaria,TABULEIRO RETANGULAR BCO MDF 30X40CM,TABULEIRO RETANGULAR BCO MDF 30X40CM,12871,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/tabuleiro-retangular-bco-mdf-30x40cm-12871-1,https://www.fortali.com.br/confeitaria?page=44
369,Fortali Distribuidora,Confeitaria,TABULEIRO RETANGULAR BCO MDF 35X45CM,TABULEIRO RETANGULAR BCO MDF 35X45CM,12872,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/tabuleiro-retangular-bco-mdf-35x45cm-12872-1,https://www.fortali.com.br/confeitaria?page=44
370,Fortali Distribuidora,Confeitaria,TABULEIRO RETANGULAR BCO MDF 40X50CM,TABULEIRO RETANGULAR BCO MDF 40X50CM,12873,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/tabuleiro-retangular-bco-mdf-40x50cm-12873-1,https://www.fortali.com.br/confeitaria?page=44
371,Fortali Distribuidora,Confeitaria,GRANULADO CHOC MESCLADO DORI 500G,GRANULADO CHOC MESCLADO DORI 500G,12875,Sim,500.0,G,500.0,G,500G,,Não,44,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/granulado-choc-mesclado-dori-500g-12875-1,https://www.fortali.com.br/confeitaria?page=44
372,Fortali Distribuidora,Confeitaria,"GOTA PINGO CHOC MAVALÉRIO 1,01KG","GOTA PINGO CHOC MAVALERIO 1,01KG",12901,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,30,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/gota-pingo-choc-mavalerio-1-01kg-12901-1,https://www.fortali.com.br/confeitaria?page=30
373,Fortali Distribuidora,Confeitaria,CONFEITO MIÇANGA BRANCO COM PRETO MIL CORES PACOTE 150G,CONFEITO MICANGA BRANCO COM PRETO MIL CORES PACOTE 150G,12903,Sim,150.0,G,150.0,G,150G,,Não,44,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/confeito-micanga-branco-com-preto-mil-cores-pacote-150g-12903-1,https://www.fortali.com.br/confeitaria?page=44
374,Fortali Distribuidora,Confeitaria,CONFEITO MIÇANGA BRANCA/ROSA N0 MIL CORES 150G,CONFEITO MICANGA BRANCA ROSA N0 MIL CORES 150G,12905,Sim,150.0,G,150.0,G,150G,,Não,44,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/confeito-micanga-brancarosa-n0-mil-cores-150g-12905-1,https://www.fortali.com.br/confeitaria?page=44
375,Fortali Distribuidora,Confeitaria,CONFEITO MIÇANGA BRANCA/AZUL N0 MIL CORES 150G,CONFEITO MICANGA BRANCA AZUL N0 MIL CORES 150G,12906,Sim,150.0,G,150.0,G,150G,,Não,44,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/confeito-micanga-brancaazul-n0-mil-cores-150g-12906-1,https://www.fortali.com.br/confeitaria?page=44
376,Fortali Distribuidora,Confeitaria,CACAU EM PÓ 100% ALCALINO MAVALÉRIO PACOTE 500G,CACAU EM PO 100% ALCALINO MAVALERIO PACOTE 500G,12907,Sim,500.0,G,500.0,G,500G,,Não,33,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cacau-em-po-100-alcalino-mavalerio-pacote-500g-12907-1,https://www.fortali.com.br/confeitaria?page=33
377,Fortali Distribuidora,Confeitaria,CHOCOLATE EM PO 32% CACAU MAVALERIO 1KG,CHOCOLATE EM PO 32% CACAU MAVALERIO 1KG,12908,Sim,1.0,KG,1000.0,G,1KG,,Não,9,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-em-po-32-cacau-mavalerio-1kg-12908-1,https://www.fortali.com.br/confeitaria?page=9
378,Fortali Distribuidora,Confeitaria,"CHOCOLATE EM PO 50% MAVALERIO 1,01KG","CHOCOLATE EM PO 50% MAVALERIO 1,01KG",12909,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,11,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-em-po-50-mavalerio-101kg-12909-1,https://www.fortali.com.br/confeitaria?page=11
379,Fortali Distribuidora,Confeitaria,MARCADOR PEDRAS B STAR C/1UN,MARCADOR PEDRAS B STAR C 1UN,12941,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/marcador-pedras-b-star-c1un-12941-1,https://www.fortali.com.br/confeitaria?page=44
380,Fortali Distribuidora,Confeitaria,MARCADOR TEXTURA DE TRONCO BLUESTAR 5UN,MARCADOR TEXTURA DE TRONCO BLUESTAR 5UN,12943,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/marcador-textura-de-tronco-bluestar-5un-12943-1,https://www.fortali.com.br/confeitaria?page=44
381,Fortali Distribuidora,Confeitaria,CABO P/ROLOS INDIVIDUAIS B STAR UN,CABO P ROLOS INDIVIDUAIS B STAR UN,12945,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cabo-prolos-individuais-b-star-un-12945-1,https://www.fortali.com.br/confeitaria?page=44
382,Fortali Distribuidora,Confeitaria,ALISADOR CANTO RETO B STAR UN,ALISADOR CANTO RETO B STAR UN,12948,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/alisador-canto-reto-b-star-un-12948-1,https://www.fortali.com.br/confeitaria?page=44
383,Fortali Distribuidora,Confeitaria,ALISADOR 8X15 B STAR UN,ALISADOR 8X15 B STAR UN,12950,Sim,,,,,,,Não,20,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/alisador-8x15-b-star-un-12950-1,https://www.fortali.com.br/confeitaria?page=20
384,Fortali Distribuidora,Confeitaria,"DISQUETI CHOC COLOR 1,010KG","DISQUETI CHOC COLOR 1,010KG",12964,Sim,1.01,KG,1010.0,G,"1,010KG",,Não,44,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/disqueti-choc-color-1010kg-12964-1,https://www.fortali.com.br/confeitaria?page=44
385,Fortali Distribuidora,Confeitaria,CEREAL BALL MESCLADO MICRO CHOCO POWER 500G,CEREAL BALL MESCLADO MICRO CHOCO POWER 500G,12971,Sim,500.0,G,500.0,G,500G,,Não,7,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cereal-ball-mesclado-micro-choco-power-500g-12971-1,https://www.fortali.com.br/confeitaria?page=7
386,Fortali Distribuidora,Confeitaria,CEREAL BALL BRANCO MINI CHOCO POWER 300G,CEREAL BALL BRANCO MINI CHOCO POWER 300G,12972,Sim,300.0,G,300.0,G,300G,,Não,9,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cereal-ball-branco-mini-choco-power-300g-12972-1,https://www.fortali.com.br/confeitaria?page=9
387,Fortali Distribuidora,Confeitaria,BALAO 7 IMPERIAL AZUL ART LATEX 50UN,BALAO 7 IMPERIAL AZUL ART LATEX 50UN,12998,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/balao-7-imperial-azul-art-latex-50un-12998-1,https://www.fortali.com.br/confeitaria?page=44
388,Fortali Distribuidora,Confeitaria,BALAO 7 IMPERIAL AZ CLARO ART LATEX 50UN,BALAO 7 IMPERIAL AZ CLARO ART LATEX 50UN,12999,Sim,,,,,,,Não,44,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/balao-7-imperial-az-claro-art-latex-50un-12999-1,https://www.fortali.com.br/confeitaria?page=44
