id_registro,empresa,departamento,produto_original,produto_normalizado,codigo_produto,codigo_valido,quantidade,unidade,quantidade_base,unidade_base,embalagem_original,preco,preco_publico,pagina_catalogo,data_referencia,metodo_extracao,qualidade_extracao,status_validacao,link_produto,fonte
244,Fortali Distribuidora,Confeitaria,BISCOITO GRANULADO NEGRESCO PACOTE 1KG,BISCOITO GRANULADO NEGRESCO PACOTE 1KG,11443,Sim,1.0,KG,1000.0,G,1KG,,Não,8,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/biscoito-granulado-negresco-pacote-1kg--11443-1,https://www.fortali.com.br/confeitaria?page=8
245,Fortali Distribuidora,Confeitaria,MOUSSE SUFLAIR NESTLE 500G,MOUSSE SUFLAIR NESTLE 500G,11447,Sim,500.0,G,500.0,G,500G,,Não,39,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/mousse-suflair-nestle-500g-11447-1,https://www.fortali.com.br/confeitaria?page=39
246,Fortali Distribuidora,Confeitaria,CHOC AO LEITE GENUINE 1KG,CHOC AO LEITE GENUINE 1KG,11449,Sim,1.0,KG,1000.0,G,1KG,,Não,3,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-ao-leite-genuine-1kg-11449-1,https://www.fortali.com.br/confeitaria?page=3
247,Fortali Distribuidora,Confeitaria,CHOCOLATE MEIO AMARGO GENUINE 1KG,CHOCOLATE MEIO AMARGO GENUINE 1KG,11450,Sim,1.0,KG,1000.0,G,1KG,,Não,2,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-meio-amargo-genuine-1kg-11450-1,https://www.fortali.com.br/confeitaria?page=2
248,Fortali Distribuidora,Confeitaria,CHOCOLATE BLEND GENUINE BARRA 1KG,CHOCOLATE BLEND GENUINE BARRA 1KG,11452,Sim,1.0,KG,1000.0,G,1KG,,Não,5,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-blend-genuine-barra-1kg-11452-1,https://www.fortali.com.br/confeitaria?page=5
249,Fortali Distribuidora,Confeitaria,"RECHEIO E COBERTURA MORANGO MOCA NESTL? 2,6KG","RECHEIO E COBERTURA MORANGO MOCA NESTL 2,6KG",11453,Sim,2.6,KG,2600.0,G,"2,6KG",,Não,39,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/recheio-e-cobertura-morango-moca-nestl-2-6kg-11453-1,https://www.fortali.com.br/confeitaria?page=39
250,Fortali Distribuidora,Confeitaria,"RECHEIO E COBERTURA CHOCOLATE COM AMENDOIM CHARGE NESTL¿ 2,4...","RECHEIO E COBERTURA CHOCOLATE COM AMENDOIM CHARGE NESTL 2,4...",11454,Sim,,,,,,,Não,39,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/recheio-e-cobertura-chocolate-com-amendoim-charge-nestl-2-4kg-11454-1,https://www.fortali.com.br/confeitaria?page=39
251,Fortali Distribuidora,Confeitaria,"RECHEIO E COBERTURA SABOR CHOCOLATE TRUFADO ALPINO NESTLE 2,...","RECHEIO E COBERTURA SABOR CHOCOLATE TRUFADO ALPINO NESTLE 2,...",11459,Sim,,,,,,,Não,39,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/recheio-e-cobertura-sabor-chocolate-trufado-alpino-nestle-2-54kg-11459-1,https://www.fortali.com.br/confeitaria?page=39
252,Fortali Distribuidora,Confeitaria,DOCE LEITE MOCA NESTLE BAG 3KG,DOCE LEITE MOCA NESTLE BAG 3KG,11460,Sim,3.0,KG,3000.0,G,3KG,,Não,39,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/doce-leite-moca-nestle-bag-3kg-11460-1,https://www.fortali.com.br/confeitaria?page=39
253,Fortali Distribuidora,Confeitaria,NESTILLY UHT NESTLE 1KG,NESTILLY UHT NESTLE 1KG,11462,Sim,1.0,KG,1000.0,G,1KG,,Não,39,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/nestilly-uht-nestle-1kg-11462-1,https://www.fortali.com.br/confeitaria?page=39
254,Fortali Distribuidora,Confeitaria,"RECHEIO GANACHE MEIO AMARGO NESTLE 2,33KG","RECHEIO GANACHE MEIO AMARGO NESTLE 2,33KG",11464,Sim,2.33,KG,2330.0,G,"2,33KG",,Não,40,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/recheio-ganache-meio-amargo-nestle-2-33kg-11464-1,https://www.fortali.com.br/confeitaria?page=40
255,Fortali Distribuidora,Confeitaria,CHOC BARRA AO LEITE NESTLE 1KG,CHOC BARRA AO LEITE NESTLE 1KG,11480,Sim,1.0,KG,1000.0,G,1KG,,Não,40,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-barra-ao-leite-nestle-1kg-11480-1,https://www.fortali.com.br/confeitaria?page=40
256,Fortali Distribuidora,Confeitaria,CHOC MEIO AMARGO NESTLE BARRA 1KG,CHOC MEIO AMARGO NESTLE BARRA 1KG,11481,Sim,1.0,KG,1000.0,G,1KG,,Não,7,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-meio-amargo-nestle-barra-1kg-11481-1,https://www.fortali.com.br/confeitaria?page=7
257,Fortali Distribuidora,Confeitaria,CHOC BARRA BRANCO MARFIM NESTLE 1KG,CHOC BARRA BRANCO MARFIM NESTLE 1KG,11482,Sim,1.0,KG,1000.0,G,1KG,,Não,40,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-barra-branco-marfim-nestle-1kg-11482-1,https://www.fortali.com.br/confeitaria?page=40
258,Fortali Distribuidora,Confeitaria,CHOC BLEND BARRA NESTLE 1KG,CHOC BLEND BARRA NESTLE 1KG,11483,Sim,1.0,KG,1000.0,G,1KG,,Não,40,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-blend-barra-nestle-1kg-11483-1,https://www.fortali.com.br/confeitaria?page=40
259,Fortali Distribuidora,Confeitaria,ACHOCOLATADO PO ALPINO 1KG,ACHOCOLATADO PO ALPINO 1KG,11484,Sim,1.0,KG,1000.0,G,1KG,,Não,40,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/achocolatado-po-alpino-1kg-11484-1,https://www.fortali.com.br/confeitaria?page=40
260,Fortali Distribuidora,Confeitaria,FORMA SILIC CUPCAKE BWB,FORMA SILIC CUPCAKE BWB,11508,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-silic-cupcake-bwb-11508-1,https://www.fortali.com.br/confeitaria?page=40
261,Fortali Distribuidora,Confeitaria,FORMA SILICONE CESTINHA BWB,FORMA SILICONE CESTINHA BWB,11512,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-silicone-cestinha-bwb-11512-1,https://www.fortali.com.br/confeitaria?page=40
262,Fortali Distribuidora,Confeitaria,FORMA SILIC MINI CUPCAKE FESTA BWB,FORMA SILIC MINI CUPCAKE FESTA BWB,11517,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-silic-mini-cupcake-festa-bwb-11517-1,https://www.fortali.com.br/confeitaria?page=40
263,Fortali Distribuidora,Confeitaria,FORMA ESPECIAL TRAD BOLO BOMBOM PEQUENO  BWB,FORMA ESPECIAL TRAD BOLO BOMBOM PEQUENO BWB,11520,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-especial-trad-bolo-bombom-pequeno--bwb-11520-1,https://www.fortali.com.br/confeitaria?page=40
264,Fortali Distribuidora,Confeitaria,FORMA SIMPLES MINI DANTOP BWB,FORMA SIMPLES MINI DANTOP BWB,11521,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-mini-dantop-bwb-11521-1,https://www.fortali.com.br/confeitaria?page=40
265,Fortali Distribuidora,Confeitaria,FORMA SIL BISCOITO RECHEADO LISO BWB,FORMA SIL BISCOITO RECHEADO LISO BWB,11523,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-sil-biscoito-recheado-liso-bwb-11523-1,https://www.fortali.com.br/confeitaria?page=40
266,Fortali Distribuidora,Confeitaria,FORMA SIMPLES CHOQUITO BWB,FORMA SIMPLES CHOQUITO BWB,11537,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-choquito-bwb-11537-1,https://www.fortali.com.br/confeitaria?page=40
267,Fortali Distribuidora,Confeitaria,FORMA SIMPLES BOMBOM LANCY BWB,FORMA SIMPLES BOMBOM LANCY BWB,11538,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-bombom-lancy-bwb-11538-1,https://www.fortali.com.br/confeitaria?page=40
268,Fortali Distribuidora,Confeitaria,FORMA SIMPLES NANETE BWB,FORMA SIMPLES NANETE BWB,11540,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-nanete-bwb-11540-1,https://www.fortali.com.br/confeitaria?page=40
269,Fortali Distribuidora,Confeitaria,FORMA SIMPLES ALPINO ESTRIAS BWB,FORMA SIMPLES ALPINO ESTRIAS BWB,11543,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-alpino-estrias-bwb-11543-1,https://www.fortali.com.br/confeitaria?page=40
270,Fortali Distribuidora,Confeitaria,FORMA SIMPLES ABECEDARIO 1 BWB,FORMA SIMPLES ABECEDARIO 1 BWB,11552,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-abecedario-1-bwb-11552-1,https://www.fortali.com.br/confeitaria?page=40
271,Fortali Distribuidora,Confeitaria,FORMA SIMPLES ABECEDARIO 2 BWB,FORMA SIMPLES ABECEDARIO 2 BWB,11553,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-abecedario-2-bwb-11553-1,https://www.fortali.com.br/confeitaria?page=40
272,Fortali Distribuidora,Confeitaria,FORMA SIMPLES BOMBOM ESTRELA BWB,FORMA SIMPLES BOMBOM ESTRELA BWB,11555,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-bombom-estrela-bwb-11555-1,https://www.fortali.com.br/confeitaria?page=40
273,Fortali Distribuidora,Confeitaria,FORMA SIMPLES NUMEROS BWB,FORMA SIMPLES NUMEROS BWB,11557,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-numeros-bwb-11557-1,https://www.fortali.com.br/confeitaria?page=40
274,Fortali Distribuidora,Confeitaria,FORMA SIMPLES COLHER 2 BWB,FORMA SIMPLES COLHER 2 BWB,11563,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-colher-2-bwb-11563-1,https://www.fortali.com.br/confeitaria?page=40
275,Fortali Distribuidora,Confeitaria,FORMA SIMPLES CORACAO FRAQUE BWB,FORMA SIMPLES CORACAO FRAQUE BWB,11565,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-coracao-fraque-bwb-11565-1,https://www.fortali.com.br/confeitaria?page=40
276,Fortali Distribuidora,Confeitaria,FORMA SIMPLES TIPO KITKAT BWB,FORMA SIMPLES TIPO KITKAT BWB,11566,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-tipo-kitkat-bwb-11566-1,https://www.fortali.com.br/confeitaria?page=40
277,Fortali Distribuidora,Confeitaria,FORMA SIMPLES PIRULITO CASTELO BWB,FORMA SIMPLES PIRULITO CASTELO BWB,11567,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-simples-pirulito-castelo-bwb-11567-1,https://www.fortali.com.br/confeitaria?page=40
278,Fortali Distribuidora,Confeitaria,MOLDE SILIC FONDANT ALFABETO PRIME CHEF,MOLDE SILIC FONDANT ALFABETO PRIME CHEF,11763,Sim,,,,,,,Não,40,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/molde-silic-fondant-alfabeto-prime-chef-11763-1,https://www.fortali.com.br/confeitaria?page=40
279,Fortali Distribuidora,Confeitaria,MOLDE SILIC MAMADEIRA PRIME CHEF,MOLDE SILIC MAMADEIRA PRIME CHEF,11798,Sim,,,,,,,Não,41,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/molde-silic-mamadeira-prime-chef-11798-1,https://www.fortali.com.br/confeitaria?page=41
280,Fortali Distribuidora,Confeitaria,FORMA ALUM CRESPA TORTA F REBAIX 28X3CM,FORMA ALUM CRESPA TORTA F REBAIX 28X3CM,11833,Sim,,,,,,,Não,41,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/forma-alum-crespa-torta-f-rebaix-28x3cm-11833-1,https://www.fortali.com.br/confeitaria?page=41
281,Fortali Distribuidora,Confeitaria,"JOGO CORTAD OVAL INOX 1,5 ALT 3PCAS","JOGO CORTAD OVAL INOX 1,5 ALT 3PCAS",11839,Sim,,,,,,,Não,41,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/jogo-cortad-oval-inox-15-alt-3pcas-11839-1,https://www.fortali.com.br/confeitaria?page=41
282,Fortali Distribuidora,Confeitaria,JOGO CORTAD RISOLIS INOX 6PCAS,JOGO CORTAD RISOLIS INOX 6PCAS,11841,Sim,,,,,,,Não,41,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/jogo-cortad-risolis-inox-6pcas-11841-1,https://www.fortali.com.br/confeitaria?page=41
283,Fortali Distribuidora,Confeitaria,WAFER RECHEADO OURO BRANCO 1KG,WAFER RECHEADO OURO BRANCO 1KG,11965,Sim,1.0,KG,1000.0,G,1KG,,Não,4,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/wafer-recheado-ouro-branco-1kg-11965-1,https://www.fortali.com.br/confeitaria?page=4
284,Fortali Distribuidora,Confeitaria,CANETA DECOR FINA CORES MAGO PACOTE 5UN,CANETA DECOR FINA CORES MAGO PACOTE 5UN,12030,Sim,,,,,,,Não,41,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caneta-decor-fina-cores-mago-pacote-5un-12030-1,https://www.fortali.com.br/confeitaria?page=41
285,Fortali Distribuidora,Confeitaria,SUPORTE P/BOLO MAGO PACOTE 4UN,SUPORTE P BOLO MAGO PACOTE 4UN,12046,Sim,,,,,,,Não,20,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/suporte-pbolo-mago-pacote-4un-12046-1,https://www.fortali.com.br/confeitaria?page=20
286,Fortali Distribuidora,Confeitaria,PO P/ DECOR VERMELHO BRILHANTE MAGO 10G,PO P DECOR VERMELHO BRILHANTE MAGO 10G,12092,Sim,10.0,G,10.0,G,10G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decor-vermelho-brilhante-mago-10g-12092-1,https://www.fortali.com.br/confeitaria?page=41
287,Fortali Distribuidora,Confeitaria,PO P/ DECORA FURTACOR REFLEXO AZUL 10G,PO P DECORA FURTACOR REFLEXO AZUL 10G,12093,Sim,10.0,G,10.0,G,10G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decora-furtacor-reflexo-azul-10g-12093-1,https://www.fortali.com.br/confeitaria?page=41
288,Fortali Distribuidora,Confeitaria,PO P/ DECORA FURTACOR REFLEXO AMAR 10G,PO P DECORA FURTACOR REFLEXO AMAR 10G,12094,Sim,10.0,G,10.0,G,10G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decora-furtacor-reflexo-amar-10g-12094-1,https://www.fortali.com.br/confeitaria?page=41
289,Fortali Distribuidora,Confeitaria,PO P/DECORA FURTACOR REFLE ROSA 10G,PO P DECORA FURTACOR REFLE ROSA 10G,12095,Sim,10.0,G,10.0,G,10G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecora-furtacor-refle-rosa-10g-12095-1,https://www.fortali.com.br/confeitaria?page=41
290,Fortali Distribuidora,Confeitaria,PO P/ DECORA FURTACOR REFLEXO LILAS 10G,PO P DECORA FURTACOR REFLEXO LILAS 10G,12096,Sim,10.0,G,10.0,G,10G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decora-furtacor-reflexo-lilas-10g-12096-1,https://www.fortali.com.br/confeitaria?page=41
291,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO NACAR 8G,PO P DECORACAO NACAR 8G,12097,Sim,8.0,G,8.0,G,8G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-nacar-8g--12097-1,https://www.fortali.com.br/confeitaria?page=41
292,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO PEROLA 10G,PO P DECORACAO PEROLA 10G,12098,Sim,10.0,G,10.0,G,10G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-perola-10g-12098-1,https://www.fortali.com.br/confeitaria?page=41
293,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO OURO 8G,PO P DECORACAO OURO 8G,12099,Sim,8.0,G,8.0,G,8G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-ouro-8g--12099-1,https://www.fortali.com.br/confeitaria?page=41
294,Fortali Distribuidora,Confeitaria,CORANTE SOFT GEL AZUL 60ML,CORANTE SOFT GEL AZUL 60ML,12101,Sim,60.0,ML,60.0,ML,60ML,,Não,20,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-soft-gel-azul-60ml-12101-1,https://www.fortali.com.br/confeitaria?page=20
295,Fortali Distribuidora,Confeitaria,CORANTE SOFT GEL LARANJA 60ML,CORANTE SOFT GEL LARANJA 60ML,12102,Sim,60.0,ML,60.0,ML,60ML,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-soft-gel-laranja-60ml-12102-1,https://www.fortali.com.br/confeitaria?page=41
296,Fortali Distribuidora,Confeitaria,CORANTE SOFT GEL VIOLETA 60ML,CORANTE SOFT GEL VIOLETA 60ML,12103,Sim,60.0,ML,60.0,ML,60ML,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-soft-gel-violeta-60ml-12103-1,https://www.fortali.com.br/confeitaria?page=41
297,Fortali Distribuidora,Confeitaria,CORANTE SOFT GEL AMARELO 60ML,CORANTE SOFT GEL AMARELO 60ML,12104,Sim,60.0,ML,60.0,ML,60ML,,Não,20,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-soft-gel-amarelo-60ml-12104-1,https://www.fortali.com.br/confeitaria?page=20
298,Fortali Distribuidora,Confeitaria,CORANTE SOFT GEL VERMELHA 60ML,CORANTE SOFT GEL VERMELHA 60ML,12105,Sim,60.0,ML,60.0,ML,60ML,,Não,14,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-soft-gel-vermelha-60ml-12105-1,https://www.fortali.com.br/confeitaria?page=14
299,Fortali Distribuidora,Confeitaria,CORANTE SOFT GEL VERDE 60ML,CORANTE SOFT GEL VERDE 60ML,12106,Sim,60.0,ML,60.0,ML,60ML,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-soft-gel-verde-60ml-12106-1,https://www.fortali.com.br/confeitaria?page=41
300,Fortali Distribuidora,Confeitaria,CORANTE SOFT GEL ROSA 60G,CORANTE SOFT GEL ROSA 60G,12107,Sim,60.0,G,60.0,G,60G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-soft-gel-rosa-60g-12107-1,https://www.fortali.com.br/confeitaria?page=41
301,Fortali Distribuidora,Confeitaria,CORANTE SOFT GEL PRETO 60ML,CORANTE SOFT GEL PRETO 60ML,12108,Sim,60.0,ML,60.0,ML,60ML,,Não,20,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-soft-gel-preto-60ml-12108-1,https://www.fortali.com.br/confeitaria?page=20
302,Fortali Distribuidora,Confeitaria,CORANTE PO P/CHOC AMARELO MAGO 5G,CORANTE PO P CHOC AMARELO MAGO 5G,12109,Sim,5.0,G,5.0,G,5G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-po-p-choc-amarelo-mago-5g-12109-1,https://www.fortali.com.br/confeitaria?page=41
303,Fortali Distribuidora,Confeitaria,CORANTE PO P/CHOC AZUL MAGO 5G,CORANTE PO P CHOC AZUL MAGO 5G,12110,Sim,5.0,G,5.0,G,5G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-po-p-choc-azul-mago-5g-12110-1,https://www.fortali.com.br/confeitaria?page=41
304,Fortali Distribuidora,Confeitaria,CORANTE PO P/CHOC LAR MAGO 5G,CORANTE PO P CHOC LAR MAGO 5G,12111,Sim,5.0,G,5.0,G,5G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-po-p-choc-lar-mago-5g-12111-1,https://www.fortali.com.br/confeitaria?page=41
305,Fortali Distribuidora,Confeitaria,CORANTE PO P/CHOC ROSA MAGO 5G,CORANTE PO P CHOC ROSA MAGO 5G,12112,Sim,5.0,G,5.0,G,5G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-po-p-choc-rosa-mago-5g-12112-1,https://www.fortali.com.br/confeitaria?page=41
306,Fortali Distribuidora,Confeitaria,CORANTE PO P/CHOC VDE MAGO 5G,CORANTE PO P CHOC VDE MAGO 5G,12113,Sim,5.0,G,5.0,G,5G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-po-p-choc-vde-mago-5g-12113-1,https://www.fortali.com.br/confeitaria?page=41
307,Fortali Distribuidora,Confeitaria,CORANTE PO P/CHOC VERM MAGO 5G,CORANTE PO P CHOC VERM MAGO 5G,12114,Sim,5.0,G,5.0,G,5G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/corante-po-p-choc-verm-mago-5g-12114-1,https://www.fortali.com.br/confeitaria?page=41
308,Fortali Distribuidora,Confeitaria,C.M.C. MAGO 50G,C.M.C. MAGO 50G,12117,Sim,50.0,G,50.0,G,50G,,Não,20,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cmc-mago-50g-12117-1,https://www.fortali.com.br/confeitaria?page=20
309,Fortali Distribuidora,Confeitaria,PECTINA MAGO 50G,PECTINA MAGO 50G,12118,Sim,50.0,G,50.0,G,50G,,Não,41,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/pectina-mago-50g-12118-1,https://www.fortali.com.br/confeitaria?page=41
310,Fortali Distribuidora,Confeitaria,GEL BRILHO INCOLOR MAGO 70G,GEL BRILHO INCOLOR MAGO 70G,12119,Sim,70.0,G,70.0,G,70G,,Não,20,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/gel-brilho-incolor-mago-70g-12119-1,https://www.fortali.com.br/confeitaria?page=20
311,Fortali Distribuidora,Confeitaria,PO P/DECORACAO DOURADO FAB 5G,PO P DECORACAO DOURADO FAB 5G,12158,Sim,5.0,G,5.0,G,5G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-dourado-fab-5g-12158-1,https://www.fortali.com.br/confeitaria?page=42
312,Fortali Distribuidora,Confeitaria,PO P/DECORACAO DOURADO ANTIGO FAB 3G,PO P DECORACAO DOURADO ANTIGO FAB 3G,12159,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-dourado-antigo-fab-3g-12159-1,https://www.fortali.com.br/confeitaria?page=42
313,Fortali Distribuidora,Confeitaria,PO P/DECORACAO DOUR EGIPCIO FAB 5G,PO P DECORACAO DOUR EGIPCIO FAB 5G,12160,Sim,5.0,G,5.0,G,5G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-dour-egipcio-fab-5g-12160-1,https://www.fortali.com.br/confeitaria?page=42
314,Fortali Distribuidora,Confeitaria,PO P/DECORACAO DOURADO ROSE FAB 5G,PO P DECORACAO DOURADO ROSE FAB 5G,12161,Sim,5.0,G,5.0,G,5G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-dourado-rose-fab-5g-12161-1,https://www.fortali.com.br/confeitaria?page=42
315,Fortali Distribuidora,Confeitaria,PO P/DECORACAO PRATEADO FAB 3G,PO P DECORACAO PRATEADO FAB 3G,12162,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-prateado-fab-3g-12162-1,https://www.fortali.com.br/confeitaria?page=42
316,Fortali Distribuidora,Confeitaria,PO P/DECORACAO ACOBREADO FAB 3G,PO P DECORACAO ACOBREADO FAB 3G,12164,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-acobreado-fab-3g-12164-1,https://www.fortali.com.br/confeitaria?page=42
317,Fortali Distribuidora,Confeitaria,PO P/DECORACAO AMARELO GEMA FAB 3G,PO P DECORACAO AMARELO GEMA FAB 3G,12169,Sim,3.0,G,3.0,G,3G,,Não,42,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-pdecoracao-amarelo-gema-fab-3g-12169-1,https://www.fortali.com.br/confeitaria?page=42
